Id,Label,timeset,label3,kingdom,phylum,class,order,family,genus,species,name,abun,indegree,outdegree,degree
Zotu705,Zotu705,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_Stigmatella,Zotu705,0.000128,4,16,20
Zotu708,Zotu708,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,NA,NA,Zotu708,0.000156,2,6,8
Zotu709,Zotu709,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,NA,Zotu709,0.000284,6,8,14
Zotu71,Zotu71,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu71,0.001431,0,2,2
Zotu6,Zotu6,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu6,0.006795,2,0,2
Zotu710,Zotu710,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomicrobium,uncultured_bacterium,Zotu710,0.000343,4,19,23
Zotu711,Zotu711,,other,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Acidaminobacteraceae,Acidaminobacter,uncultured_prokaryote,Zotu711,0.00019,0,26,26
Zotu714,Zotu714,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,NA,Zotu714,0.000498,34,168,202
Zotu716,Zotu716,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu716,0.000147,1,25,26
Zotu718,Zotu718,,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,NA,Zotu718,0.000448,5,42,47
Zotu719,Zotu719,,other,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7,Acidobacteria_bacterium,Zotu719,0.000149,1,12,13
Zotu72,Zotu72,,other,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,Zotu72,0.001102,0,2,2
Zotu720,Zotu720,,other,Bacteria,Acidobacteriota,Acidobacteriae,TSBb06,TSBb06,TSBb06,uncultured_bacterium,Zotu720,0.000265,3,10,13
Zotu721,Zotu721,,other,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured_bacterium,Zotu721,0.000424,0,2,2
Zotu722,Zotu722,,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,NA,Zotu722,0.000296,3,7,10
Zotu723,Zotu723,,other,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,Zotu723,0.000247,0,3,3
Zotu725,Zotu725,,other,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,uncultured_soil,Zotu725,0.000307,3,2,5
Zotu726,Zotu726,,other,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,NA,NA,Zotu726,0.000288,21,145,166
Zotu729,Zotu729,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira-Sulfurivermis,NA,Zotu729,0.000269,0,15,15
Zotu730,Zotu730,,other,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA,Zotu730,0.000389,0,13,13
Zotu734,Zotu734,,other,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,Desulfurivibrio,uncultured_Desulfobacterales,Zotu734,0.000356,0,7,7
Zotu7045,Zotu7045,,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_Spirochaetales,Zotu7045,0.000119,1,0,1
Zotu736,Zotu736,,other,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,uncultured,uncultured_bacterium,Zotu736,0.000307,12,35,47
Zotu737,Zotu737,,other,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,uncultured,NA,Zotu737,0.000233,4,15,19
Zotu739,Zotu739,,other,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,uncultured_bacterium,Zotu739,0.00015,2,2,4
Zotu74,Zotu74,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu74,0.001731,31,150,181
Zotu740,Zotu740,,other,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,uncultured_Spirochaetes,Zotu740,0.000288,0,8,8
Zotu742,Zotu742,,other,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA,Zotu742,0.000295,6,19,25
Zotu745,Zotu745,,other,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,NA,Zotu745,0.000255,0,2,2
Zotu1139,Zotu1139,,other,Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,uncultured_prokaryote,Zotu1139,0.000272,1,0,1
Zotu746,Zotu746,,other,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_bacterium,Zotu746,0.000365,14,44,58
Zotu747,Zotu747,,other,Bacteria,Nitrospirota,Thermodesulfovibrionia,uncultured,uncultured,uncultured,uncultured_bacterium,Zotu747,0.000237,15,90,105
Zotu749,Zotu749,,other,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Devosia,Zotu749,0.000279,0,2,2
Zotu75,Zotu75,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,Zotu75,0.001464,0,2,2
Zotu317,Zotu317,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA,Zotu317,0.000563,1,0,1
