Id,Label,timeset,label3,kingdom,phylum,class,order,family,genus,species,name,abun,indegree,outdegree,degree
Zotu1566,Zotu1566,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_timonae,Zotu1566,0.000105,19,6,25
Zotu15758,Zotu15758,,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,NA,Zotu15758,0.000158,21,9,30
Zotu158,Zotu158,,other,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,SB-5,metagenome,Zotu158,0.001522,3,4,7
Zotu15992,Zotu15992,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,myxobacterium_KC,Zotu15992,0.001827,29,16,45
Zotu14612,Zotu14612,,other,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Shinella_sp.,Zotu14612,0.001546,15,0,15
Zotu16,Zotu16,,other,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacterales,BBMC-4,uncultured_microorganism,Zotu16,0.009723,19,8,27
Zotu16045,Zotu16045,,other,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,uncultured,NA,Zotu16045,0.000505,19,19,38
Zotu16105,Zotu16105,,other,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1,uncultured_Nitrospira,Zotu16105,0.000259,33,13,46
Zotu16155,Zotu16155,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_soil,Zotu16155,0.000296,13,10,23
Zotu16172,Zotu16172,,other,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,uncultured,uncultured_bacterium,Zotu16172,0.002498,43,30,73
