"label","id","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","abun"
"Zotu199","Zotu199","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_lacunae","Zotu199",0.000276512890739784
"Zotu1992","Zotu1992","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales",NA,NA,NA,"Zotu1992",0.000268431896367224
"Zotu2","Zotu2","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_soil","Zotu2",0.00697661814047173
"Zotu20","Zotu20","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Zotu20",0.00493358591709494
"Zotu200","Zotu200","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu200",0.000637129882187057
"Zotu2002","Zotu2002","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured_Acidobacteria","Zotu2002",0.000115369314730067
"Zotu2009","Zotu2009","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Syntrophobacter",NA,"Zotu2009",0.0001398355384256
"Zotu2014","Zotu2014","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta","Zotu2014",0.000116229418427984
"Zotu203","Zotu203","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured_soil","Zotu203",0.00127571873386193
"Zotu2030","Zotu2030","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",NA,"Zotu2030",0.000130956437159339
"Zotu2034","Zotu2034","Bacteria","Chloroflexi","Anaerolineae","Anaerolineae","Anaerolineae","Anaerolineae","uncultured_Bellilinea","Zotu2034",0.000123991091787305
"Zotu2038","Zotu2038","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA,"Zotu2038",0.000100848144997505
"Zotu204","Zotu204","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",NA,"Zotu204",0.00112774607711767
"Zotu2043","Zotu2043","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu2043",0.000100162782243016
"Zotu2044","Zotu2044","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","DSSD61","uncultured_bacterium","Zotu2044",0.000116096466075321
"Zotu2048","Zotu2048","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA,"Zotu2048",0.000120500964206794
"Zotu205","Zotu205","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"Zotu205",0.00109754401559202
"Zotu2051","Zotu2051","Bacteria","Myxococcota","Polyangia","PS-B29","PS-B29","PS-B29","uncultured_organism","Zotu2051",0.000133075491016153
"Zotu206","Zotu206","Bacteria","Chloroflexi",NA,NA,NA,NA,NA,"Zotu206",0.000755473872929284
